country,year,GDP
Guinea-Bissau,2000,370173851
Guinea-Bissau,2001,392278164
Guinea-Bissau,2002,415843479
Guinea-Bissau,2003,476388249
Guinea-Bissau,2004,531109346
Guinea-Bissau,2005,586791836
Guinea-Bissau,2006,591829897
Guinea-Bissau,2007,695606313
Guinea-Bissau,2008,864107768
Guinea-Bissau,2009,825796952
Guinea-Bissau,2010,847491366
Equatorial Guinea,1999,621117853
Equatorial Guinea,2000,1045998534
Equatorial Guinea,2001,1461139007
Equatorial Guinea,2002,1806742732
Equatorial Guinea,2003,2484745875
Equatorial Guinea,2004,4410764260
Equatorial Guinea,2005,8217368425
Equatorial Guinea,2006,8081982438
Equatorial Guinea,2007,10201201021
Equatorial Guinea,2008,15439740345
Equatorial Guinea,2009,9364826470
Equatorial Guinea,2010,11582917790
Greece,1999,142998082250
Greece,2000,130580431177
Greece,2001,136006263982
Greece,2002,152714097496
Greece,2003,201547404063
Greece,2004,239659036585
Greece,2005,247665771277
Greece,2006,273265389114
Greece,2007,318668286256
Greece,2008,354628633541
Greece,2009,329837035755
Greece,2010,299598056253
Grenada,1999,379629400
Grenada,2000,520044361
Grenada,2001,520444175
Grenada,2002,540336916
Grenada,2003,591018396
Grenada,2004,599118582
Grenada,2005,695370284
Grenada,2006,698700654
Grenada,2007,758683579
Grenada,2008,825977874
Grenada,2009,771278097
Grenada,2010,771015875
Greenland,1999,1131555107
Greenland,2000,1068024993
Greenland,2001,1086170638
Greenland,2002,1169136691
Greenland,2003,1426452030
Greenland,2004,1644951892
Greenland,2005,1702543476
Greenland,2006,1738432116
Greenland,2007,2121759848
Greenland,2008,1739579593
Greenland,2009,1267711816
Guatemala,1999,18317089473
Guatemala,2000,19290566570
Guatemala,2001,18702820735
Guatemala,2002,20776536919
Guatemala,2003,21917565499
Guatemala,2004,23965280312
Guatemala,2005,27211243473
Guatemala,2006,30231117389
Guatemala,2007,34113093453
Guatemala,2008,39136507936
Guatemala,2009,37733655165
Guatemala,2010,41337958251
Guyana,1999,694754983
Guyana,2000,712667925
Guyana,2001,696281468
Guyana,2002,722460911
Guyana,2003,741929342
Guyana,2004,785918769
Guyana,2005,824880550
Guyana,2006,1458449057
Guyana,2007,1740334781
Guyana,2008,1922598121
Guyana,2009,2025565089
Guyana,2010,2259288396
High income,1999,26932900636833
High income,2000,27542294680081
High income,2001,27333039728802
High income,2002,28518880261954
High income,2003,32034382450230
High income,2004,35764624740362
High income,2005,37940430967008
High income,2006,40251927703614
High income,2007,44234121418366
High income,2008,47263244673120
High income,2009,43978496311634
High income,2010,46366497466187
"Hong Kong SAR, China",1999,165768095391
"Hong Kong SAR, China",2000,171668164082
"Hong Kong SAR, China",2001,169403241524
"Hong Kong SAR, China",2002,166349228737
"Hong Kong SAR, China",2003,161384522525
"Hong Kong SAR, China",2004,169099768875
"Hong Kong SAR, China",2005,181570082162
"Hong Kong SAR, China",2006,193536265094
"Hong Kong SAR, China",2007,211597405593
"Hong Kong SAR, China",2008,219279678430
"Hong Kong SAR, China",2009,214046415026
"Hong Kong SAR, China",2010,228637697575
Honduras,1999,5372543554
Honduras,2000,7105529646
Honduras,2001,7566517571
Honduras,2002,7776459963
Honduras,2003,8140294079
Honduras,2004,8772197584
Honduras,2005,9672006169
Honduras,2006,10841723354
Honduras,2007,12275491272
Honduras,2008,13789720387
Honduras,2009,14587485644
Honduras,2010,15839344591
Heavily indebted poor countries (HIPC),1999,142110930974
Heavily indebted poor countries (HIPC),2000,153886456919
Heavily indebted poor countries (HIPC),2001,145792906160
Heavily indebted poor countries (HIPC),2002,157551880542
Heavily indebted poor countries (HIPC),2003,179173356433
Heavily indebted poor countries (HIPC),2004,206564174084
Heavily indebted poor countries (HIPC),2005,237060115359
Heavily indebted poor countries (HIPC),2006,283321548164
Heavily indebted poor countries (HIPC),2007,343704668563
Heavily indebted poor countries (HIPC),2008,414118525468
Heavily indebted poor countries (HIPC),2009,416658997049
Heavily indebted poor countries (HIPC),2010,461550664650
Croatia,1999,23386945596
Croatia,2000,21774273832
Croatia,2001,23289671102
Croatia,2002,26878499206
Croatia,2003,34658113497
Croatia,2004,41574530815
Croatia,2005,45416358501
Croatia,2006,50436294494
Croatia,2007,60065225493
Croatia,2008,70461454280
Croatia,2009,62636688809
Croatia,2010,59643818181
Haiti,1999,4088703119
Haiti,2000,3664503845
Haiti,2001,3507981945
Haiti,2002,3214632478
Haiti,2003,2826481071
Haiti,2004,3660483885
Haiti,2005,4154289832
Haiti,2006,4879738635
Haiti,2007,5885325589
Haiti,2008,6548530572
Haiti,2009,6584649419
Haiti,2010,6622541528
Hungary,1999,48965869805
Hungary,2000,47110416254
Hungary,2001,53533393254
Hungary,2002,67366285758
Hungary,2003,84738408726
Hungary,2004,103156817854
Hungary,2005,111890070522
Hungary,2006,114238447644
Hungary,2007,138580119899
Hungary,2008,156578897625
Hungary,2009,129359841851
Hungary,2010,129585601615
Indonesia,1999,140001352527
Indonesia,2000,165021012261
Indonesia,2001,160446947638
Indonesia,2002,195660611033
Indonesia,2003,234772458818
Indonesia,2004,256836883304
Indonesia,2005,285868603863
Indonesia,2006,364570525997
Indonesia,2007,432216737774
Indonesia,2008,510244548959
Indonesia,2009,539579955780
Indonesia,2010,709190823319
Isle of Man,1999,1567465656
Isle of Man,2000,1563667799
Isle of Man,2001,1614595290
Isle of Man,2002,1897606791
Isle of Man,2003,2264911806
Isle of Man,2004,2758117365
Isle of Man,2005,2915710378
Isle of Man,2006,3437450711
Isle of Man,2007,4075664785
India,1999,466867079642
India,2000,476609148165
India,2001,493954333981
India,2002,523968561883
India,2003,618356467437
India,2004,721585608183
India,2005,834215013605
India,2006,949116769619
India,2007,1238700195645
India,2008,1224097069459
India,2009,1365372433341
India,2010,1708458876829
Ireland,1999,98541501704
Ireland,2000,99317573705
Ireland,2001,108455236062
Ireland,2002,127215402503
Ireland,2003,163476060045
Ireland,2004,193043112998
Ireland,2005,210357750335
Ireland,2006,230522874774
Ireland,2007,269283397854
Ireland,2008,273732372421
Ireland,2009,233542426994
Ireland,2010,218435251789
"Iran, Islamic Rep.",1999,104656040167
"Iran, Islamic Rep.",2000,101286514977
"Iran, Islamic Rep.",2001,115438386681
"Iran, Islamic Rep.",2002,116420833373
"Iran, Islamic Rep.",2003,135409681532
"Iran, Islamic Rep.",2004,163226579221
"Iran, Islamic Rep.",2005,192014940324
"Iran, Islamic Rep.",2006,222880533511
"Iran, Islamic Rep.",2007,286057933325
"Iran, Islamic Rep.",2008,355988367221
"Iran, Islamic Rep.",2009,362661111280
"Iran, Islamic Rep.",2010,422567967404
Iraq,2004,36627901762
Iraq,2005,49954890353
Iraq,2006,65141035027
Iraq,2007,88837727881
Iraq,2008,131611819294
Iraq,2009,111660855042
Iraq,2010,138516722649
Iceland,1999,8951369524
Iceland,2000,8947860486
Iceland,2001,8147162010
Iceland,2002,9184959475
Iceland,2003,11324394790
Iceland,2004,13736980298
Iceland,2005,16798507502
Iceland,2006,17101040182
Iceland,2007,21446741081
Iceland,2008,17599245765
Iceland,2009,12823849535
Iceland,2010,13261035516
Israel,1999,116276785141
Israel,2000,131451205454
Israel,2001,129596737760
Israel,2002,119876313900
Israel,2003,125467161458
Israel,2004,134020972780
Israel,2005,141212566844
Israel,2006,152231249158
Israel,2007,176674375015
Israel,2008,213920568561
Israel,2009,206478651171
Israel,2010,232907996790
Italy,1999,1249057106328
Italy,2000,1142213930348
Italy,2001,1162784787472
Italy,2002,1267043101825
Italy,2003,1570330699774
Italy,2004,1799204087587
Italy,2005,1853465900611
Italy,2006,1943430740490
Italy,2007,2203972558211
Italy,2008,2391963512218
Italy,2009,2186107544936
Italy,2010,2126620402889
Jamaica,1999,8830909008
Jamaica,2000,9008629729
Jamaica,2001,9104515930
Jamaica,2002,9718989516
Jamaica,2003,9430236065
Jamaica,2004,10173234921
Jamaica,2005,11075778481
Jamaica,2006,11903020643
Jamaica,2007,12820055024
Jamaica,2008,13676837630
Jamaica,2009,12125023181
Jamaica,2010,13230844040
Jordan,1999,8147494328
Jordan,2000,8457923945
Jordan,2001,8972965061
Jordan,2002,9580161951
Jordan,2003,10193023726
Jordan,2004,11407566660
Jordan,2005,12588665455
Jordan,2006,15056937135
Jordan,2007,17110609939
Jordan,2008,21971835282
Jordan,2009,23818322957
Jordan,2010,26425379436
Japan,1999,4432599282922
Japan,2000,4731198760271
Japan,2001,4159859918093
Japan,2002,3980819536159
Japan,2003,4302939184963
Japan,2004,4655803055650
Japan,2005,4571866957195
Japan,2006,4356749775546
Japan,2007,4356346715298
Japan,2008,4849184924937
Japan,2009,5035142154900
Japan,2010,5495387182996
Kazakhstan,1999,16870817134
Kazakhstan,2000,18291990619
Kazakhstan,2001,22152689129
Kazakhstan,2002,24636598581
Kazakhstan,2003,30833692831
Kazakhstan,2004,43151647002
Kazakhstan,2005,57123671733
Kazakhstan,2006,81003864915
Kazakhstan,2007,104849886825
Kazakhstan,2008,133441612246
Kazakhstan,2009,115308661142
Kazakhstan,2010,148047348240
Kenya,1999,12896013576
Kenya,2000,12705357103
Kenya,2001,12986007425
Kenya,2002,13147743910
Kenya,2003,14904517649
Kenya,2004,16095337093
Kenya,2005,18737897744
Kenya,2006,25825524820
Kenya,2007,31958195182
Kenya,2008,35895153327
Kenya,2009,37021512048
Kenya,2010,40000138830
Kyrgyz Republic,1999,1249062025
Kyrgyz Republic,2000,1369691955
Kyrgyz Republic,2001,1525113501
Kyrgyz Republic,2002,1605640633
Kyrgyz Republic,2003,1919012780
Kyrgyz Republic,2004,2211535311
Kyrgyz Republic,2005,2459876151
Kyrgyz Republic,2006,2834168889
Kyrgyz Republic,2007,3802566170
Kyrgyz Republic,2008,5139957784
Kyrgyz Republic,2009,4690062255
Kyrgyz Republic,2010,4794357795
Cambodia,1999,3517242477
Cambodia,2000,3654031716
Cambodia,2001,3979813387
Cambodia,2002,4284028138
Cambodia,2003,4658246906
Cambodia,2004,5337833255
Cambodia,2005,6293046162
Cambodia,2006,7274424518
Cambodia,2007,8639164917
Cambodia,2008,10351829065
Cambodia,2009,10401935531
Cambodia,2010,11242266333
Kiribati,1999,70596128
Kiribati,2000,67512714
Kiribati,2001,63101272
Kiribati,2002,72259045
Kiribati,2003,90148518
Kiribati,2004,102220914
Kiribati,2005,106147384
Kiribati,2006,104668674
Kiribati,2007,123005089
Kiribati,2008,135044455
Kiribati,2009,127125253
Kiribati,2010,150431113
St. Kitts and Nevis,1999,305008717
St. Kitts and Nevis,2000,420086426
St. Kitts and Nevis,2001,460467993
St. Kitts and Nevis,2002,480825573
St. Kitts and Nevis,2003,463418870
St. Kitts and Nevis,2004,501150880
St. Kitts and Nevis,2005,543169953
St. Kitts and Nevis,2006,636070988
St. Kitts and Nevis,2007,684148691
St. Kitts and Nevis,2008,734660333
St. Kitts and Nevis,2009,708891296
St. Kitts and Nevis,2010,692457407
"Korea, Rep.",1999,486315001429
"Korea, Rep.",2000,561633037419
"Korea, Rep.",2001,533051998853
"Korea, Rep.",2002,609020054512
"Korea, Rep.",2003,680520807982
"Korea, Rep.",2004,764880644710
"Korea, Rep.",2005,898134300667
"Korea, Rep.",2006,1011797986991
"Korea, Rep.",2007,1122675892645
"Korea, Rep.",2008,1002216051903
"Korea, Rep.",2009,901934953364
"Korea, Rep.",2010,1094499350178
Kosovo,2000,1849196082
Kosovo,2001,2535333631
Kosovo,2002,2702427046
Kosovo,2003,3355083116
Kosovo,2004,3639935347
Kosovo,2005,3743116980
Kosovo,2006,3918184455
Kosovo,2007,4694507127
Kosovo,2008,5687488208
Kosovo,2009,5653860933
Kosovo,2010,5830320264
Kuwait,1999,30120888963
Kuwait,2000,37718011468
Kuwait,2001,34890773740
Kuwait,2002,38138801497
Kuwait,2003,47875837662
Kuwait,2004,59440511981
Kuwait,2005,80797945205
Kuwait,2006,101561153806
Kuwait,2007,114721830985
Kuwait,2008,147402413798
Kuwait,2009,105911338608
Kuwait,2010,115428557470
Latin America & Caribbean (developing only),1999,1854877625804
Latin America & Caribbean (developing only),2000,2059354318924
Latin America & Caribbean (developing only),2001,2007131330251
Latin America & Caribbean (developing only),2002,1790986602876
Latin America & Caribbean (developing only),2003,1835331119457
Latin America & Caribbean (developing only),2004,2133995622649
Latin America & Caribbean (developing only),2005,2592085918899
Latin America & Caribbean (developing only),2006,3042934561730
Latin America & Caribbean (developing only),2007,3609725171671
Latin America & Caribbean (developing only),2008,4213480213177
Latin America & Caribbean (developing only),2009,3949935827717
Latin America & Caribbean (developing only),2010,4897062786884
Lao PDR,1999,1454430642
Lao PDR,2000,1731198022
Lao PDR,2001,1768619058
Lao PDR,2002,1758176653
Lao PDR,2003,2023324407
Lao PDR,2004,2366398119
Lao PDR,2005,2735550176
Lao PDR,2006,3452895836
Lao PDR,2007,4222945529
Lao PDR,2008,5443930124
Lao PDR,2009,5832882921
Lao PDR,2010,7181441151
Lebanon,1999,17391056436
Lebanon,2000,17260364842
Lebanon,2001,17649751243
Lebanon,2002,19152238805
Lebanon,2003,20082918739
Lebanon,2004,20955223880
Lebanon,2005,21287562189
Lebanon,2006,21796351575
Lebanon,2007,24577114427
Lebanon,2008,28829850746
Lebanon,2009,35139635157
Lebanon,2010,38009950248
Liberia,1999,441800019
Liberia,2000,529064646
Liberia,2001,514999999
Liberia,2002,536000000
Liberia,2003,409000000
Liberia,2004,466999999
Liberia,2005,541999999
Liberia,2006,604028581
Liberia,2007,739026892
Liberia,2008,850040458
Liberia,2009,1155146229
Liberia,2010,1292696475
Libya,1999,30484399895
Libya,2000,33896600870
Libya,2001,28420321951
Libya,2002,19842519685
Libya,2003,24062500000
Libya,2004,33384615384
Libya,2005,44000000000
Libya,2006,56484375000
Libya,2007,71803278688
Libya,2008,93167701863
Libya,2009,62360446570
Libya,2010,74755288916
St. Lucia,1999,692507395
St. Lucia,2000,780895356
St. Lucia,2001,738755098
St. Lucia,2002,741966023
St. Lucia,2003,805836689
St. Lucia,2004,885242280
St. Lucia,2005,935463205
St. Lucia,2006,1066944388
St. Lucia,2007,1143476979
St. Lucia,2008,1171371518
St. Lucia,2009,1176607814
St. Lucia,2010,1244297407
Latin America & Caribbean (all income levels),1999,2035654622728
Latin America & Caribbean (all income levels),2000,2252113657921
Latin America & Caribbean (all income levels),2001,2199679444075
Latin America & Caribbean (all income levels),2002,1977707672750
Latin America & Caribbean (all income levels),2003,2033259546100
Latin America & Caribbean (all income levels),2004,2364388613696
Latin America & Caribbean (all income levels),2005,2859771903092
Latin America & Caribbean (all income levels),2006,3351637844140
Latin America & Caribbean (all income levels),2007,3949352728622
Latin America & Caribbean (all income levels),2008,4579901661224
Latin America & Caribbean (all income levels),2009,4300977053207
Latin America & Caribbean (all income levels),2010,5308616842812
Least developed countries: UN classification,1999,170262368198
Least developed countries: UN classification,2000,194094586625
Least developed countries: UN classification,2001,186106492741
Least developed countries: UN classification,2002,201016842287
Least developed countries: UN classification,2003,225333958068
Least developed countries: UN classification,2004,262896522921
Least developed countries: UN classification,2005,309152807369
Least developed countries: UN classification,2006,370797351988
Least developed countries: UN classification,2007,460586992227
Least developed countries: UN classification,2008,567108865598
Least developed countries: UN classification,2009,564191563660
Least developed countries: UN classification,2010,632271237249
Low income,1999,161860667695
Low income,2000,178895648884
Low income,2001,168500044880
Low income,2002,176500591398
Low income,2003,193556315777
Low income,2004,216795965431
Low income,2005,242141298155
Low income,2006,280350588530
Low income,2007,336476578747
Low income,2008,398214827588
Low income,2009,428521911722
Low income,2010,467336085583
Liechtenstein,1999,2664105901
Liechtenstein,2000,2483890593
Liechtenstein,2001,2491800558
Liechtenstein,2002,2688617884
Liechtenstein,2003,3070803431
Liechtenstein,2004,3454374260
Liechtenstein,2005,3658356377
Liechtenstein,2006,3988775843
Liechtenstein,2007,4602346923
Liechtenstein,2008,4929414914
Liechtenstein,2009,4826167676
Sri Lanka,1999,15656342015
Sri Lanka,2000,16330810303
Sri Lanka,2001,15746224409
Sri Lanka,2002,17102623876
Sri Lanka,2003,18881765437
Sri Lanka,2004,20662525941
Sri Lanka,2005,24405791044
Sri Lanka,2006,28267410542
Sri Lanka,2007,32351184234
Sri Lanka,2008,40715240468
Sri Lanka,2009,42067974595
Sri Lanka,2010,49567521669
Lower middle income,1999,1172279255296
Lower middle income,2000,1241008170438
Lower middle income,2001,1253774670832
Lower middle income,2002,1346973264116
Lower middle income,2003,1543093949107
Lower middle income,2004,1769079445538
Lower middle income,2005,2041691323438
Lower middle income,2006,2429185158090
Lower middle income,2007,2999725250640
Lower middle income,2008,3337116656360
Lower middle income,2009,3416227063172
Lower middle income,2010,4307716111005
Low & middle income,1999,5247218370201
Low & middle income,2000,5683032378816
Low & middle income,2001,5698216979110
Low & middle income,2002,5795949705572
Low & middle income,2003,6502380397046
Low & middle income,2004,7655860597182
Low & middle income,2005,9035893679917
Low & middle income,2006,10642099838138
Low & middle income,2007,13118512000864
Low & middle income,2008,15629169850933
Low & middle income,2009,15598994872170
Low & middle income,2010,18897172443583
Lesotho,1999,801538587
Lesotho,2000,771261702
Lesotho,2001,706400237
Lesotho,2002,656752925
Lesotho,2003,969167242
Lesotho,2004,1234215384
Lesotho,2005,1368352564
Lesotho,2006,1428852974
Lesotho,2007,1597499474
Lesotho,2008,1630672199
Lesotho,2009,1708787736
Lesotho,2010,2175692207
Lithuania,1999,10971375000
Lithuania,2000,11434200000
Lithuania,2001,12159225000
Lithuania,2002,14163949141
Lithuania,2003,18608709856
Lithuania,2004,22659294573
Lithuania,2005,26085307221
Lithuania,2006,30246361656
Lithuania,2007,39325985930
Lithuania,2008,47438363056
Lithuania,2009,37050081723
Lithuania,2010,36709511568
Luxembourg,1999,22267745365
Luxembourg,2000,21303021927
Luxembourg,2001,20998210290
Luxembourg,2002,23285902503
Luxembourg,2003,29095033860
Luxembourg,2004,34209333656
Luxembourg,2005,37023578570
Luxembourg,2006,41779066643
Luxembourg,2007,49207986176
Luxembourg,2008,54963951911
Luxembourg,2009,50141325205
Luxembourg,2010,52143650382
Latvia,1999,7288524472
Latvia,2000,7833068425
Latvia,2001,8313047743
Latvia,2002,9314784080
Latvia,2003,11186452600
Latvia,2004,13761569544
Latvia,2005,16041840426
Latvia,2006,19935046397
Latvia,2007,28765687041
Latvia,2008,33669367720
Latvia,2009,25875781250
Latvia,2010,24009680459
"Macao SAR, China",1999,5916957024
"Macao SAR, China",2000,6101794938
"Macao SAR, China",2001,6514271488
"Macao SAR, China",2002,7008026414
"Macao SAR, China",2003,7926373572
"Macao SAR, China",2004,10258324479
"Macao SAR, China",2005,11792570015
"Macao SAR, China",2006,14568709574
"Macao SAR, China",2007,18054684854
"Macao SAR, China",2008,20731022857
"Macao SAR, China",2009,21313263933
"Macao SAR, China",2010,28359706123
Morocco,1999,39734023742
Morocco,2000,37020609824
Morocco,2001,37724674865
Morocco,2002,40416114690
Morocco,2003,49822651701
Morocco,2004,56948015336
Morocco,2005,59523857868
Morocco,2006,65637107776
Morocco,2007,75226318359
Morocco,2008,88882967741
Morocco,2009,90908402631
Morocco,2010,90770671431
Monaco,1999,2906009307
Monaco,2000,2647883820
Monaco,2001,2671401082
Monaco,2002,2905973022
Monaco,2003,3588988600
Monaco,2004,4110348444
Monaco,2005,4280072625
Monaco,2006,4663488363
Monaco,2007,5974371695
Monaco,2008,6919241412
Monaco,2009,5557579883
Monaco,2010,5350993377
Moldova,1999,1170785047
Moldova,2000,1288420222
Moldova,2001,1480656884
Moldova,2002,1661818168
Moldova,2003,1980901553
Moldova,2004,2598231467
Moldova,2005,2988172424
Moldova,2006,3408454197
Moldova,2007,4402495921
Moldova,2008,6054806100
Moldova,2009,5439422031
Moldova,2010,5811604051
Madagascar,1999,3717515282
Madagascar,2000,3877673634
Madagascar,2001,4529575232
Madagascar,2002,4397254714
Madagascar,2003,5474030227
Madagascar,2004,4363934416
Madagascar,2005,5039292946
Madagascar,2006,5515884434
Madagascar,2007,7342923619
Madagascar,2008,9413002737
Madagascar,2009,8550363829
Madagascar,2010,8729936135
Maldives,1999,589239757
Maldives,2000,624337143
Maldives,2001,802442810
Maldives,2002,828240882
Maldives,2003,949867661
Maldives,2004,1075605492
Maldives,2005,992473987
Maldives,2006,1303375806
Maldives,2007,1541978558
Maldives,2008,1891633531
Maldives,2009,1984639640
Maldives,2010,2134104883
Middle East & North Africa (all income levels),1999,846525477858
Middle East & North Africa (all income levels),2000,948161355351
Middle East & North Africa (all income levels),2001,946913333767
Middle East & North Africa (all income levels),2002,947456748476
Middle East & North Africa (all income levels),2003,1061036189376
Middle East & North Africa (all income levels),2004,1237176685343
Middle East & North Africa (all income levels),2005,1484342423639
Middle East & North Africa (all income levels),2006,1739775780098
Middle East & North Africa (all income levels),2007,2056646726744
Middle East & North Africa (all income levels),2008,2595218073923
Middle East & North Africa (all income levels),2009,2310150688528
Middle East & North Africa (all income levels),2010,2689019519330
Mexico,1999,579459682094
Mexico,2000,683647980782
Mexico,2001,724703571306
Mexico,2002,741559499084
Mexico,2003,713284260879
Mexico,2004,770267585947
Mexico,2005,866346483685
Mexico,2006,966735935557
Mexico,2007,1043394940067
Mexico,2008,1099073123654
Mexico,2009,895313142212
Mexico,2010,1051627949327
Marshall Islands,1999,107978893
Marshall Islands,2000,110937729
Marshall Islands,2001,115152142
Marshall Islands,2002,124735071
Marshall Islands,2003,126887585
Marshall Islands,2004,131106365
Marshall Islands,2005,137744500
Marshall Islands,2006,143615000
Marshall Islands,2007,150041700
Marshall Islands,2008,152785100
Marshall Islands,2009,152116100
Marshall Islands,2010,163917000
Middle income,1999,5087088800966
Middle income,2000,5506464406083
Middle income,2001,5530674233239
Middle income,2002,5620994788693
Middle income,2003,6310059356213
Middle income,2004,7439277202882
Middle income,2005,8792406146028
Middle income,2006,10359601636389
Middle income,2007,12778328485184
Middle income,2008,15226237041012
Middle income,2009,15169318992242
Middle income,2010,18422513868913
"Macedonia, FYR",1999,3673288165
"Macedonia, FYR",2000,3586883988
"Macedonia, FYR",2001,3436961384
"Macedonia, FYR",2002,3791306757
"Macedonia, FYR",2003,4756221628
"Macedonia, FYR",2004,5514253043
"Macedonia, FYR",2005,5985809059
"Macedonia, FYR",2006,6560546900
"Macedonia, FYR",2007,8159825620
"Macedonia, FYR",2008,9834034351
"Macedonia, FYR",2009,9313573964
"Macedonia, FYR",2010,9338674078
Mali,1999,2570429654
Mali,2000,2422482317
Mali,2001,2629739067
Mali,2002,3342824259
Mali,2003,4362439886
Mali,2004,4874178417
Mali,2005,5305317554
Mali,2006,6122644014
Mali,2007,7145394015
Mali,2008,8737687352
Mali,2009,8964480570
Mali,2010,9422267259
Malta,1999,3907947937
Malta,2000,3957418082
Malta,2001,3917620727
Malta,2002,4296164768
Malta,2003,5119621569
Malta,2004,5643525281
Malta,2005,5980795755
Malta,2006,6390123590
Malta,2007,7513834699
Malta,2008,8554293727
Malta,2009,8099400960
Malta,2010,8163841059
Middle East & North Africa (developing only),1999,418299884864
Middle East & North Africa (developing only),2000,436296223452
Middle East & North Africa (developing only),2001,447345841901
Middle East & North Africa (developing only),2002,438152182740
Middle East & North Africa (developing only),2003,487798585750
Middle East & North Africa (developing only),2004,561856996619
Middle East & North Africa (developing only),2005,655692914174
Middle East & North Africa (developing only),2006,763983639769
Middle East & North Africa (developing only),2007,940383832348
Middle East & North Africa (developing only),2008,1188252330480
Middle East & North Africa (developing only),2009,1141554097726
Middle East & North Africa (developing only),2010,1313802058807
Montenegro,2000,984279596
Montenegro,2001,1159891560
Montenegro,2002,1284504508
Montenegro,2003,1707662607
Montenegro,2004,2073255525
Montenegro,2005,2257174480
Montenegro,2006,2696020574
Montenegro,2007,3673382211
Montenegro,2008,4538345344
Montenegro,2009,4158135025
Montenegro,2010,4114881346
Mongolia,1999,1057408608
Mongolia,2000,1136896162
Mongolia,2001,1267997923
Mongolia,2002,1396555772
Mongolia,2003,1595297301
Mongolia,2004,1992066758
Mongolia,2005,2523359940
Mongolia,2006,3414053250
Mongolia,2007,4234894168
Mongolia,2008,5623236707
Mongolia,2009,4583834427
Mongolia,2010,6200357070
Mozambique,1999,4536278939
Mozambique,2000,4310090791
Mozambique,2001,4075049537
Mozambique,2002,4201332885
Mozambique,2003,4666197195
Mozambique,2004,5697991242
Mozambique,2005,6578515330
Mozambique,2006,7095910826
Mozambique,2007,9192939073
Mozambique,2008,11026247458
Mozambique,2009,10726631099
Mozambique,2010,10165353591
Mauritania,1999,1194629230
Mauritania,2000,1081207677
Mauritania,2001,1121564037
Mauritania,2002,1149655880
Mauritania,2003,1285178265
Mauritania,2004,1496460378
Mauritania,2005,1857835643
Mauritania,2006,2699181754
Mauritania,2007,2837533270
Mauritania,2008,3585284791
Mauritania,2009,3027020496
Mauritania,2010,3526947608
Mauritius,1999,4291171395
Mauritius,2000,4582562397
Mauritius,2001,4536544699
Mauritius,2002,4767303153
Mauritius,2003,5609836353
Mauritius,2004,6385691315
Mauritius,2005,6283796154
Mauritius,2006,6731536244
Mauritius,2007,7792063566
Mauritius,2008,9641077098
Mauritius,2009,8834661042
Mauritius,2010,9718233910
Malawi,1999,1775920039
Malawi,2000,1743506286
Malawi,2001,1716502069
Malawi,2002,2665158942
Malawi,2003,2424656666
Malawi,2004,2625127097
Malawi,2005,2754995876
Malawi,2006,3116789657
Malawi,2007,3647817218
Malawi,2008,4276769712
Malawi,2009,5030639934
Malawi,2010,5398616984
Malaysia,1999,79148158887
Malaysia,2000,93789473684
Malaysia,2001,92783947368
Malaysia,2002,100845526315
Malaysia,2003,110202368421
Malaysia,2004,124749736842
Malaysia,2005,143533152129
Malaysia,2006,162691922355
Malaysia,2007,193552511883
Malaysia,2008,230988518916
Malaysia,2009,202251384991
Malaysia,2010,247533525517
North America,1999,10338249666896
North America,2000,11027736147893
North America,2001,11358197425148
North America,2002,11733968930032
North America,2003,12402638291469
North America,2004,13297770277395
North America,2005,14262747609989
North America,2006,15172109488078
North America,2007,15941367885625
North America,2008,16267270656744
North America,2009,15795345532047
North America,2010,16584216507764
Namibia,1999,3818964345
Namibia,2000,3908645559
Namibia,2001,3546791604
Namibia,2002,3361236316
Namibia,2003,4931280096
Namibia,2004,6606866456
Namibia,2005,7261301442
Namibia,2006,7978676469
Namibia,2007,8740923997
Namibia,2008,8486515516
Namibia,2009,8875960840
Namibia,2010,11281996426
New Caledonia,1999,3056999988
New Caledonia,2000,2682347064
Niger,1999,2018193598
Niger,2000,1798374532
Niger,2001,1945327545
Niger,2002,2170481497
Niger,2003,2731416281
Niger,2004,3052898685
Niger,2005,3405134555
Niger,2006,3646727993
Niger,2007,4291363546
Niger,2008,5403364453
Niger,2009,5397121962
Niger,2010,5718589550
Nigeria,1999,35870792987
Nigeria,2000,46385996027
Nigeria,2001,44138014092
Nigeria,2002,59116868249
Nigeria,2003,67655840108
Nigeria,2004,87845403978
Nigeria,2005,112248324602
Nigeria,2006,145429802541
Nigeria,2007,166451202370
Nigeria,2008,208064724514
Nigeria,2009,169481270114
Nigeria,2010,369062403181
Nicaragua,1999,4855717874
Nicaragua,2000,5107329007
Nicaragua,2001,5323146565
Nicaragua,2002,5224213017
Nicaragua,2003,5322437645
Nicaragua,2004,5795568204
Nicaragua,2005,6322582498
Nicaragua,2006,6786294615
Nicaragua,2007,7458103363
Nicaragua,2008,8491388728
Nicaragua,2009,8380731881
Nicaragua,2010,8938209651
Netherlands,1999,439937140421
Netherlands,2000,413396904367
Netherlands,2001,426091275167
Netherlands,2002,464478637304
Netherlands,2003,570917607223
Netherlands,2004,646069794441
Netherlands,2005,672357359598
Netherlands,2006,719376019921
Netherlands,2007,833147764794
Netherlands,2008,931327892379
Netherlands,2009,858033892517
Netherlands,2010,836389937229
High income: nonOECD,1999,1260837866727
High income: nonOECD,2000,1439783492804
High income: nonOECD,2001,1446620700517
